,protein1,protein2,weight
1817,YDL095W,YNL138W,0.24
1818,YDL095W,YOR093C,0.32
1819,YDL095W,YOR153W,0.51
1820,YDL095W,YPL004C,0.48
1821,YDL095W,YPL226W,0.75
1822,YDL097C,YAL001C,0.49
1823,YDL097C,YAL019W,0.63
1824,YDL097C,YAL042W,0.28
1825,YDL097C,YBL017C,0.55
1826,YDL097C,YCL024W,0.11
1827,YDL097C,YCR014C,0.15
1828,YDL097C,YDL007W,0.99
1829,YDL097C,YDL013W,0.17
1830,YDL097C,YDL147W,0.97
1831,YDL097C,YDL215C,0.43
1832,YDL097C,YDR108W,0.15
1833,YDL097C,YDR180W,0.34
1834,YDL097C,YDR301W,0.1
1835,YDL097C,YDR363W-A,0.97
1836,YDL097C,YDR394W,0.55
1837,YDL097C,YDR427W,0.97
1838,YDL097C,YER021W,0.99
1839,YDL097C,YFR004W,0.99
1840,YDL097C,YFR010W,0.99
1841,YDL097C,YFR052W,0.94
1842,YDL097C,YGL048C,0.99
1843,YDL097C,YGL094C,0.11
1844,YDL097C,YGL095C,0.3
1845,YDL097C,YGL161C,0.15
1846,YDL097C,YGR161C,0.1
1847,YDL097C,YGR232W,0.99
1848,YDL097C,YHR027C,0.99
1849,YDL097C,YHR200W,0.99
1850,YDL097C,YIL075C,0.99
1851,YDL097C,YIL099W,0.17
1852,YDL097C,YJL109C,0.1
1853,YDL097C,YJR099W,0.11
1854,YDL097C,YKL027W,0.3
1855,YDL097C,YKL104C,0.11
1856,YDL097C,YKL145W,0.99
1857,YDL097C,YLR347C,0.11
1858,YDL097C,YLR421C,0.99
1859,YDL097C,YMR191W,0.17
1860,YDL097C,YNL014W,0.15
1861,YDL097C,YOR110W,0.15
1862,YDL097C,YOR117W,0.99
1863,YDL097C,YOR176W,0.16
1864,YDL097C,YOR259C,0.99
1865,YDL097C,YOR261C,0.97
1866,YDL097C,YOR367W,0.15
1867,YDL097C,YPL082C,0.55
1868,YDL097C,YPL158C,0.17
1869,YDL097C,YPL197C,0.15
1870,YDL097C,YPR108W,0.99
1871,YDL100C,YAL017W,0.88
1872,YDL100C,YBR069C,0.69
1873,YDL100C,YDR451C,0.34
1874,YDL100C,YER083C,0.34
1875,YDL100C,YER162C,0.11
1876,YDL100C,YGL150C,0.12
1877,YDL100C,YHL022C,0.15
1878,YDL100C,YHR121W,0.1
1879,YDL100C,YJL050W,0.12
1880,YDL100C,YJR140C,0.11
1881,YDL100C,YKR031C,0.16
1882,YDL101C,YGR061C,0.13
1883,YDL101C,YGR130C,0.13
1884,YDL101C,YIL022W,0.2
1885,YDL101C,YMR031C,0.25
1886,YDL103C,YBR269C,0.22
1887,YDL103C,YGL245W,0.48
1888,YDL103C,YIL075C,0.14
1889,YDL103C,YPR133C,0.13
1890,YDL105W,YBL003C,0.83
1891,YDL105W,YCL014W,0.26
1892,YDL105W,YCL054W,0.19
1893,YDL105W,YDL115C,0.21
1894,YDL105W,YDL148C,0.67
1895,YDL105W,YDR288W,0.65
1896,YDL105W,YDR365C,0.15
1897,YDL105W,YDR388W,0.15
1898,YDL105W,YDR507C,0.14
1899,YDL105W,YEL019C,0.83
1900,YDL105W,YFR053C,0.15
1901,YDL105W,YGR237C,0.15
1902,YDL105W,YHR121W,0.26
1903,YDL105W,YJL033W,0.15
1904,YDL105W,YKR048C,0.14
1905,YDL105W,YLR197W,0.13
1906,YDL105W,YLR314C,0.22
1907,YDL105W,YNL061W,0.15
1908,YDL105W,YOL034W,0.51
1909,YDL105W,YOR294W,0.22
1910,YDL105W,YOR310C,0.15
1911,YDL105W,YPL146C,0.59
1912,YDL105W,YPL217C,0.15
1913,YDL105W,YPR169W,0.59
1914,YDL108W,YDR460W,0.99
1915,YDL108W,YGR040W,0.19
1916,YDL108W,YPR056W,0.99
1917,YDL110C,YFR015C,0.1
1918,YDL115C,YBL022C,0.1
1919,YDL115C,YBR155W,0.12
1920,YDL115C,YDL140C,0.99
1921,YDL115C,YDR404C,0.99
1922,YDL115C,YGL070C,0.94
1923,YDL115C,YGL150C,0.11
1924,YDL115C,YGR005C,0.16
1925,YDL115C,YGR186W,0.15
1926,YDL115C,YHR124W,0.12
1927,YDL115C,YIL021W,0.99
1928,YDL115C,YJL140W,0.99
1929,YDL115C,YML010W,0.16
1930,YDL115C,YNL127W,0.15
1931,YDL115C,YOL005C,0.94
1932,YDL115C,YOR151C,0.99
1933,YDL115C,YOR210W,0.63
1934,YDL115C,YOR224C,0.11
1935,YDL115C,YPR187W,0.14
1936,YDL116W,YGL092W,0.86
1937,YDL116W,YIL126W,0.13
1938,YDL116W,YJR042W,0.19
1939,YDL116W,YNL287W,0.13
1940,YDL122W,Q0055,0.12
1941,YDL122W,YBR220C,0.16
1942,YDL122W,YDR291W,0.3
1943,YDL122W,YER013W,0.28
1944,YDL122W,YHR193C,0.11
1945,YDL122W,YLR086W,0.12
1946,YDL122W,YLR310C,0.12
1947,YDL122W,YMR309C,0.11
1948,YDL122W,YNL126W,0.15
1949,YDL122W,YPL024W,0.12
1950,YDL122W,YPL089C,0.3
1951,YDL125C,YDR388W,0.3
1952,YDL126C,YBL056W,0.12
1953,YDL126C,YBR170C,0.99
1954,YDL126C,YBR273C,0.36
1955,YDL126C,YCR011C,0.16
1956,YDL126C,YDL215C,0.11
1957,YDL126C,YER129W,0.12
1958,YDL126C,YGR048W,0.99
1959,YDL126C,YHR194W,0.16
1960,YDL126C,YLR347C,0.11
1961,YDL126C,YMR067C,0.99
1962,YDL131W,YBR143C,0.15
1963,YDL131W,YEL023C,0.12
1964,YDL131W,YGL086W,0.12
1965,YDL131W,YHR121W,0.12
1966,YDL134C,YAL029C,0.11
1967,YDL134C,YBR189W,0.17
1968,YDL134C,YDL014W,0.12
1969,YDL134C,YDR174W,0.15
1970,YDL134C,YEL030W,0.17
1971,YDL134C,YER032W,0.3
1972,YDL134C,YER126C,0.16
1973,YDL134C,YGL190C,0.99
1974,YDL134C,YGL251C,0.3
1975,YDL134C,YHR068W,0.11
1976,YDL134C,YHR132W-A,0.17
1977,YDL134C,YKL172W,0.12
1978,YDL134C,YKL203C,0.36
1979,YDL134C,YKR081C,0.15
1980,YDL134C,YLR106C,0.17
1981,YDL134C,YLR259C,0.11
1982,YDL134C,YLR429W,0.66
1983,YDL134C,YML109W,0.93
1984,YDL134C,YMR186W,0.15
1985,YDL134C,YMR273C,0.99
1986,YDL134C,YOL098C,0.12
1987,YDL134C,YOR198C,0.12
1988,YDL134C,YOR353C,0.12
1989,YDL134C,YOR386W,0.99
1990,YDL134C,YPL004C,0.66
1991,YDL134C,YPL146C,0.12
1992,YDL134C,YPL242C,0.15
1993,YDL135C,YDL060W,0.14
1994,YDL135C,YNL209W,0.13
1995,YDL139C,YDR172W,0.29
1996,YDL140C,YDR289C,0.86
1997,YDL140C,YDR404C,0.99
1998,YDL140C,YGL043W,0.99
1999,YDL140C,YGL070C,0.94
2000,YDL140C,YGR005C,0.99
2001,YDL140C,YGR186W,0.94
2002,YDL140C,YIL021W,0.99
2003,YDL140C,YJL140W,0.99
2004,YDL140C,YML010W,0.97
2005,YDL140C,YOL005C,0.97
2006,YDL140C,YOR001W,0.11
2007,YDL140C,YOR151C,0.99
2008,YDL140C,YOR210W,0.97
2009,YDL140C,YOR224C,0.19
2010,YDL140C,YPL085W,0.17
2011,YDL140C,YPR187W,0.99
2012,YDL141W,YDR087C,0.3
2013,YDL141W,YEL026W,0.4
2014,YDL143W,YDR087C,0.34
2015,YDL143W,YDR188W,0.45
2016,YDL143W,YGL121C,0.45
2017,YDL143W,YGR086C,0.34
2018,YDL143W,YIL142W,0.45
2019,YDL143W,YKL054C,0.36
2020,YDL143W,YKL142W,0.74
2021,YDL143W,YOL004W,0.31
2022,YDL143W,YPL004C,0.31
2023,YDL145C,YDR238C,0.99
2024,YDL145C,YDR381W,0.2
2025,YDL145C,YFR051C,0.99
2026,YDL145C,YGL137W,0.99
2027,YDL145C,YIL076W,0.99
2028,YDL145C,YNL287W,0.99
2029,YDL145C,YPL010W,0.99
2030,YDL147W,YAL001C,0.56
2031,YDL147W,YAL019W,0.57
2032,YDL147W,YAL027W,0.12
2033,YDL147W,YAL042W,0.34
2034,YDL147W,YAL043C,0.12
2035,YDL147W,YBL054W,0.5
2036,YDL147W,YBL076C,0.11
2037,YDL147W,YBR080C,0.64
2038,YDL147W,YBR126C,0.18
2039,YDL147W,YBR150C,0.1
2040,YDL147W,YBR245C,0.11
2041,YDL147W,YCR014C,0.26
2042,YDL147W,YCR032W,0.59
2043,YDL147W,YDL013W,0.36
2044,YDL147W,YDL215C,0.11
2045,YDL147W,YDR093W,0.13
2046,YDL147W,YDR108W,0.28
2047,YDL147W,YDR266C,0.12
2048,YDL147W,YDR320C,0.38
2049,YDL147W,YDR363W-A,0.97
2050,YDL147W,YDR394W,0.93
2051,YDL147W,YDR427W,0.99
2052,YDL147W,YER021W,0.99
2053,YDL147W,YER083C,0.11
2054,YDL147W,YER151C,0.56
2055,YDL147W,YFR004W,0.99
2056,YDL147W,YFR010W,0.97
2057,YDL147W,YFR052W,0.99
2058,YDL147W,YGL048C,0.99
2059,YDL147W,YGL233W,0.11
2060,YDL147W,YGR232W,0.99
2061,YDL147W,YHR027C,0.99
2062,YDL147W,YHR078W,0.11
2063,YDL147W,YHR102W,0.11
2064,YDL147W,YHR170W,0.86
2065,YDL147W,YHR200W,0.94
2066,YDL147W,YIL066C,0.12
2067,YDL147W,YIL075C,0.99
2068,YDL147W,YIL099W,0.13
2069,YDL147W,YJL070C,0.14
2070,YDL147W,YJL080C,0.56
2071,YDL147W,YJL201W,0.13
2072,YDL147W,YKL145W,0.99
2073,YDL147W,YKR008W,0.1
2074,YDL147W,YLL040C,0.34
2075,YDL147W,YLL058W,0.11
2076,YDL147W,YLR421C,0.93
2077,YDL147W,YMR190C,0.11
2078,YDL147W,YMR191W,0.11
2079,YDL147W,YNL288W,0.11
2080,YDL147W,YOR026W,0.11
2081,YDL147W,YOR117W,0.89
2082,YDL147W,YOR259C,0.93
2083,YDL147W,YOR261C,0.99
2084,YDL147W,YPL242C,0.51
2085,YDL147W,YPR003C,0.6
2086,YDL147W,YPR108W,0.99
2087,YDL148C,YBR143C,0.24
2088,YDL148C,YIL148W,0.23
2089,YDL148C,YJL070C,0.24
2090,YDL150W,YDR045C,0.84
2091,YDL150W,YJL011C,0.98
2092,YDL150W,YKL144C,0.43
2093,YDL150W,YKL179C,0.4
2094,YDL150W,YKR025W,0.97
2095,YDL150W,YNL113W,0.96
2096,YDL150W,YNL151C,0.98
2097,YDL150W,YNR003C,0.95
2098,YDL150W,YOR116C,0.96
2099,YDL150W,YOR207C,0.98
2100,YDL150W,YOR210W,0.77
2101,YDL150W,YOR224C,0.39
2102,YDL150W,YPR110C,0.98
2103,YDL150W,YPR187W,0.64
2104,YDL150W,YPR190C,0.98
2105,YDL155W,YBR135W,0.83
2106,YDL155W,YBR160W,0.99
2107,YDL155W,YEL023C,0.11
2108,YDL155W,YLR079W,0.86
2109,YDL161W,YDR229W,0.15
2110,YDL179W,YGR275W,0.29
2111,YDL179W,YLR357W,0.29
2112,YDL181W,YDL130W-A,0.4
2113,YDL181W,YGL106W,0.3
2114,YDL181W,YOR159C,0.32
2115,YDL182W,Q0055,0.11
2116,YDL182W,YAL001C,0.11
2117,YDL182W,YAL031C,0.13
2118,YDL182W,YBL010C,0.13
2119,YDL182W,YBL076C,0.1
2120,YDL182W,YBL086C,0.91
2121,YDL182W,YBL091C,0.1
2122,YDL182W,YBR072W,0.18
2123,YDL182W,YBR140C,0.13
2124,YDL182W,YBR189W,0.81
2125,YDL182W,YBR274W,0.11
2126,YDL182W,YCR035C,0.16
2127,YDL182W,YDL070W,0.11
2128,YDL182W,YDL081C,0.17
2129,YDL182W,YDL131W,0.93
2130,YDL182W,YDL185W,0.1
2131,YDL182W,YDR174W,0.38
2132,YDL182W,YDR381W,0.38
2133,YDL182W,YDR420W,0.11
2134,YDL182W,YDR500C,0.29
2135,YDL182W,YER122C,0.91
2136,YDL182W,YGL014W,0.36
2137,YDL182W,YGR126W,0.11
2138,YDL182W,YHR029C,0.21
2139,YDL182W,YIL103W,0.85
2140,YDL182W,YJL164C,0.11
2141,YDL182W,YJR094W-A,0.38
2142,YDL182W,YKL028W,0.13
2143,YDL182W,YKL089W,0.11
2144,YDL182W,YKL101W,0.11
2145,YDL182W,YKR062W,0.53
2146,YDL182W,YLL040C,0.13
2147,YDL182W,YLR125W,0.11
2148,YDL182W,YLR150W,0.85
2149,YDL182W,YLR167W,0.17
2150,YDL182W,YMR031C,0.1
2151,YDL182W,YMR044W,0.11
2152,YDL182W,YMR229C,0.36
2153,YDL182W,YMR259C,0.12
2154,YDL182W,YNL018C,0.11
2155,YDL182W,YNL054W,0.11
2156,YDL182W,YNL132W,0.84
2157,YDL182W,YNL193W,0.13
2158,YDL182W,YOR198C,0.1
2159,YDL182W,YPL096W,0.12
2160,YDL182W,YPL108W,0.13
2161,YDL182W,YPR052C,0.18
2162,YDL182W,YPR067W,0.8
2163,YDL185W,YEL051W,0.4
2164,YDL185W,YGR020C,0.93
2165,YDL185W,YHR039C-B,0.97
2166,YDL185W,YPR036W,0.82
2167,YDL188C,YBR189W,0.13
2168,YDL188C,YGL190C,0.99
2169,YDL188C,YKL028W,0.6
2170,YDL188C,YKR062W,0.6
2171,YDL188C,YMR273C,0.86
2172,YDL190C,YDL126C,0.99
2173,YDL190C,YEL034W,0.22
2174,YDL190C,YER030W,0.12
2175,YDL190C,YGR048W,0.15
2176,YDL190C,YGR116W,0.13
2177,YDL190C,YIL129C,0.22
2178,YDL190C,YJL203W,0.11
2179,YDL190C,YLR192C,0.12
2180,YDL190C,YLR249W,0.11
2181,YDL190C,YNL265C,0.11
2182,YDL190C,YPL270W,0.13
2183,YDL195W,YAL029C,0.11
2184,YDL195W,YLR208W,0.99
2185,YDL201W,YDR165W,0.99
2186,YDL201W,YDR174W,0.15
2187,YDL201W,YDR381W,0.48
2188,YDL201W,YHL034C,0.21
2189,YDL201W,YLR150W,0.2
2190,YDL208W,YBL003C,0.92
2191,YDL208W,YCL059C,0.95
2192,YDL208W,YCR016W,0.52
2193,YDL208W,YDL014W,0.52
2194,YDL208W,YDL213C,0.95
2195,YDL208W,YDR174W,0.92
2196,YDL208W,YDR381C-A,0.52
2197,YDL208W,YGR103W,0.74
2198,YDL208W,YHR072W-A,0.95
2199,YDL208W,YLR150W,0.52
2200,YDL208W,YLR175W,0.98
2201,YDL208W,YMR049C,0.52
2202,YDL208W,YNL308C,0.92
2203,YDL208W,YNR067C,0.52
2204,YDL208W,YOL008W,0.52
2205,YDL216C,YDL147W,0.99
2206,YDL216C,YDR179C,0.88
2207,YDL216C,YDR328C,0.88
2208,YDL216C,YIL036W,0.12
2209,YDL216C,YPR161C,0.11
2210,YDL220C,YAR019C,0.39
2211,YDL225W,YCL014W,0.12
2212,YDL225W,YDR507C,0.12
2213,YDL225W,YHR107C,0.99
2214,YDL225W,YJR076C,0.99
2215,YDL225W,YKR048C,0.12
2216,YDL225W,YLR314C,0.99
2217,YDL225W,YLR347C,0.12
2218,YDL225W,YOR187W,0.11
2219,YDL225W,YPL167C,0.17
2220,YDL226C,YDR083W,0.25
2221,YDL226C,YPL216W,0.2
2222,YDL235C,YKL114C,0.43
2223,YDL240W,YAR010C,0.22
2224,YDL240W,YBR142W,0.22
2225,YDL240W,YCR016W,0.22
2226,YDL240W,YDR087C,0.26
2227,YDL240W,YDR174W,0.15
2228,YDL240W,YGL106W,0.26
2229,YDL240W,YGR086C,0.13
2230,YDL240W,YOL041C,0.21
2231,YDL240W,YPL004C,0.13
2232,YDL240W,YPL009C,0.19
2233,YDL241W,YER110C,0.23
2234,YDL241W,YKL157W,0.76
2235,YDL241W,YLR277C,0.25
2236,YDL241W,YML128C,0.25
2237,YDL241W,YPR018W,0.24
2238,YDR001C,YBR001C,0.75
2239,YDR001C,YDL014W,0.25
2240,YDR001C,YDR099W,0.99
2241,YDR001C,YDR381W,0.41
2242,YDR001C,YER136W,0.2
2243,YDR001C,YER177W,0.99
2244,YDR001C,YGL173C,0.25
2245,YDR001C,YMR186W,0.13
2246,YDR001C,YPL216W,0.46
2247,YDR005C,YKR025W,0.49
2248,YDR005C,YNL151C,0.44
2249,YDR005C,YPR187W,0.16
2250,YDR006C,YGR285C,0.4
2251,YDR006C,YLR192C,0.29
2252,YDR016C,YBR233W-A,0.15
2253,YDR016C,YDR201W,0.99
2254,YDR016C,YER047C,0.1
2255,YDR016C,YGL061C,0.99
2256,YDR016C,YKR037C,0.33
2257,YDR016C,YMR075C-A,0.16
2258,YDR017C,YDR099W,0.99
2259,YDR017C,YDR310C,0.12
2260,YDR017C,YGL106W,0.63
2261,YDR017C,YLR429W,0.1
2262,YDR017C,YMR196W,0.75
2263,YDR017C,YMR308C,0.61
2264,YDR017C,YNL209W,0.17
2265,YDR017C,YOR326W,0.99
2266,YDR022C,YLR423C,0.99
2267,YDR022C,YOR361C,0.15
2268,YDR022C,YPL166W,0.25
2269,YDR026C,YJL148W,0.43
2270,YDR026C,YNL113W,0.62
2271,YDR026C,YNL248C,0.74
2272,YDR026C,YPL174C,0.39
2273,YDR035W,YBR249C,0.12
2274,YDR035W,YIL094C,0.12
2275,YDR036C,YDL240W,0.11
2276,YDR036C,YDR212W,0.13
2277,YDR036C,YDR303C,0.11
2278,YDR036C,YDR484W,0.15
2279,YDR036C,YGL060W,0.15
2280,YDR036C,YJL128C,0.11
2281,YDR036C,YPL137C,0.11
2282,YDR037W,YBR095C,0.14
2283,YDR037W,YDL234C,0.19
2284,YDR037W,YDR459C,0.2
2285,YDR043C,YIL035C,0.3
2286,YDR044W,YAR010C,0.82
2287,YDR044W,YBL002W,0.74
2288,YDR044W,YBL003C,0.3
2289,YDR044W,YBL075C,0.39
2290,YDR044W,YBR009C,0.29
2291,YDR044W,YCL043C,0.39
2292,YDR044W,YDR174W,0.77
2293,YDR044W,YDR385W,0.29
2294,YDR044W,YEL030W,0.4
2295,YDR044W,YGR086C,0.31
2296,YDR044W,YGR087C,0.39
2297,YDR044W,YOR093C,0.4
2298,YDR044W,YOR257W,0.3
2299,YDR049W,YDL126C,0.99
2300,YDR049W,YKL204W,0.94
2301,YDR049W,YOL139C,0.77
2302,YDR051C,YLR024C,0.4
2303,YDR052C,YBL003C,0.4
2304,YDR052C,YBR010W,0.29
2305,YDR052C,YDR388W,0.3
2306,YDR054C,YAL010C,0.11
2307,YDR054C,YAL026C,0.31
2308,YDR054C,YAL060W,0.11
2309,YDR054C,YBL041W,0.11
2310,YDR054C,YBL077W,0.11
2311,YDR054C,YBL088C,0.11
2312,YDR054C,YBR026C,0.31
2313,YDR054C,YBR130C,0.11
2314,YDR054C,YBR280C,0.43
2315,YDR054C,YBR296C,0.11
2316,YDR054C,YCR024C,0.12
2317,YDR054C,YCR026C,0.11
2318,YDR054C,YDL106C,0.11
2319,YDR054C,YDL132W,0.99
2320,YDR054C,YDL215C,0.31
2321,YDR054C,YDR099W,0.11
2322,YDR054C,YDR139C,0.11
2323,YDR054C,YDR176W,0.11
2324,YDR054C,YDR222W,0.1
2325,YDR054C,YDR223W,0.11
2326,YDR054C,YDR306C,0.1
2327,YDR054C,YDR328C,0.99
2328,YDR054C,YDR400W,0.11
2329,YDR054C,YDR452W,0.1
2330,YDR054C,YER053C,0.1
2331,YDR054C,YFL004W,0.11
2332,YDR054C,YFL029C,0.54
2333,YDR054C,YFR050C,0.11
2334,YDR054C,YGL008C,0.1
2335,YDR054C,YGL173C,0.99
2336,YDR054C,YGL201C,0.12
2337,YDR054C,YGL205W,0.1
2338,YDR054C,YGL252C,0.95
2339,YDR054C,YHR138C,0.11
2340,YDR054C,YIL036W,0.11
2341,YDR054C,YIL066C,0.11
2342,YDR054C,YIL134W,0.11
2343,YDR054C,YIL148W,0.52
2344,YDR054C,YIR004W,0.11
2345,YDR054C,YJL047C,0.99
2346,YDR054C,YJL068C,0.11
2347,YDR054C,YJL080C,0.1
2348,YDR054C,YJR009C,0.12
2349,YDR054C,YJR090C,0.99
2350,YDR054C,YJR107W,0.1
2351,YDR054C,YJR126C,0.11
2352,YDR054C,YKL054C,0.11
2353,YDR054C,YKL098W,0.11
2354,YDR054C,YKR009C,0.35
2355,YDR054C,YKR063C,0.12
2356,YDR054C,YLL050C,0.12
2357,YDR054C,YLR005W,0.11
2358,YDR054C,YLR321C,0.11
2359,YDR054C,YLR336C,0.11
2360,YDR054C,YLR353W,0.11
2361,YDR054C,YLR418C,0.17
2362,YDR054C,YML014W,0.11
2363,YDR054C,YML091C,0.11
2364,YDR054C,YML092C,0.11
2365,YDR054C,YMR140W,0.11
2366,YDR054C,YMR314W,0.11
2367,YDR054C,YNL026W,0.11
2368,YDR054C,YOL063C,0.72
2369,YDR054C,YOL097C,0.1
2370,YDR054C,YOL133W,0.11
2371,YDR054C,YOR003W,0.11
2372,YDR054C,YOR138C,0.11
2373,YDR054C,YOR210W,0.11
2374,YDR054C,YOR279C,0.11
2375,YDR054C,YOR320C,0.16
2376,YDR054C,YOR330C,0.1
2377,YDR054C,YOR355W,0.11
2378,YDR054C,YPL033C,0.11
2379,YDR054C,YPR001W,0.11
2380,YDR054C,YPR036W,0.11
2381,YDR054C,YPR138C,0.34
2382,YDR054C,YPR164W,0.72
2383,YDR060W,YER048C,0.11
2384,YDR060W,YHL002W,0.11
2385,YDR060W,YLR211C,0.11
2386,YDR060W,YMR229C,0.99
2387,YDR060W,YNL233W,0.11
2388,YDR060W,YOR206W,0.99
2389,YDR060W,YOR355W,0.11
2390,YDR069C,YEL041W,0.52
2391,YDR069C,YJR001W,0.52
2392,YDR069C,YKL028W,0.52
2393,YDR069C,YOR177C,0.52
2394,YDR071C,YBL056W,0.99
2395,YDR071C,YDL053C,0.11
2396,YDR071C,YER089C,0.66
2397,YDR071C,YNL039W,0.16
2398,YDR071C,YPR052C,0.12
2399,YDR074W,YAL032C,0.16
2400,YDR074W,YBR126C,0.99
2401,YDR074W,YBR270C,0.16
2402,YDR074W,YCR030C,0.11
2403,YDR074W,YKR001C,0.1
2404,YDR074W,YKR042W,0.11
2405,YDR074W,YKR056W,0.16
2406,YDR074W,YLL043W,0.16
2407,YDR074W,YLR347C,0.11
2408,YDR074W,YML100W,0.97
2409,YDR074W,YMR261C,0.97
2410,YDR074W,YOR074C,0.16
2411,YDR074W,YOR141C,0.11
2412,YDR075W,YBL002W,0.82
2413,YDR075W,YBL003C,0.86
2414,YDR075W,YBL079W,0.12
2415,YDR075W,YBR050C,0.16
2416,YDR075W,YDL021W,0.11
2417,YDR075W,YDR293C,0.99
2418,YDR075W,YGR063C,0.64
2419,YDR075W,YKL054C,0.16
2420,YDR075W,YML010W,0.99
2421,YDR075W,YML105C,0.16
2422,YDR075W,YNL201C,0.99
2423,YDR083W,YDL014W,0.13
2424,YDR083W,YOR294W,0.22
2425,YDR087C,YLR249W,0.29
2426,YDR091C,YBR109C,0.26
2427,YDR091C,YDL130W,0.32
2428,YDR091C,YJL005W,0.32
2429,YDR091C,YJR067C,0.91
2430,YDR091C,YLR150W,0.32
2431,YDR091C,YLR192C,0.91
2432,YDR091C,YNL260C,0.8
2433,YDR092W,YDR156W,0.25
2434,YDR092W,YGL087C,0.99
2435,YDR092W,YMR140W,0.59
2436,YDR092W,YOR335C,0.15
2437,YDR097C,YBR088C,0.11
2438,YDR097C,YCR089W,0.13
2439,YDR097C,YHR046C,0.2
2440,YDR097C,YOL090W,0.94
2441,YDR099W,YAR042W,0.2
2442,YDR099W,YDR304C,0.2
2443,YDR099W,YDR381W,0.2
2444,YDR099W,YEL023C,0.11
2445,YDR099W,YEL061C,0.2
2446,YDR099W,YER053C,0.2
2447,YDR099W,YER105C,0.14
2448,YDR099W,YER177W,0.99
2449,YDR099W,YFL025C,0.2
2450,YDR099W,YFL049W,0.19
2451,YDR099W,YFL052W,0.2
2452,YDR099W,YGR191W,0.2
2453,YDR099W,YGR225W,0.2
2454,YDR099W,YLR304C,0.15
2455,YDR099W,YLR347C,0.14
2456,YDR099W,YMR023C,0.2
2457,YDR099W,YNR047W,0.6
2458,YDR099W,YOR257W,0.67
2459,YDR101C,YAL001C,0.1
2460,YDR101C,YBL109W,0.15
2461,YDR101C,YBR104W,0.15
2462,YDR101C,YDL148C,0.11
2463,YDR101C,YDR049W,0.11
2464,YDR101C,YDR099W,0.11
2465,YDR101C,YDR168W,0.3
2466,YDR101C,YDR174W,0.11
2467,YDR101C,YDR188W,0.15
2468,YDR101C,YDR212W,0.15
2469,YDR101C,YDR381W,0.15
2470,YDR101C,YDR388W,0.11
2471,YDR101C,YDR502C,0.1
2472,YDR101C,YEL040W,0.11
2473,YDR101C,YEL051W,0.15
2474,YDR101C,YER006W,0.11
2475,YDR101C,YER131W,0.15
2476,YDR101C,YGL078C,0.11
2477,YDR101C,YGR166W,0.15
2478,YDR101C,YGR255C,0.15
2479,YDR101C,YIR019C,0.15
2480,YDR101C,YJL081C,0.11
2481,YDR101C,YJL122W,0.97
2482,YDR101C,YKL057C,0.15
2483,YDR101C,YLR347C,0.11
2484,YDR101C,YML109W,0.11
2485,YDR101C,YMR163C,0.15
2486,YDR101C,YMR308C,0.99
2487,YDR101C,YOL142W,0.14
2488,YDR101C,YOR080W,0.15
2489,YDR101C,YPL145C,0.15
2490,YDR101C,YPL217C,0.11
2491,YDR103W,YDR148C,0.29
2492,YDR103W,YEL023C,0.29
2493,YDR110W,YDR381W,0.15
2494,YDR111C,YDR087C,0.29
2495,YDR111C,YEL030W,0.39
2496,YDR111C,YER147C,0.29
2497,YDR117C,YIL130W,0.21
2498,YDR118W,YHR166C,0.45
2499,YDR118W,YLR102C,0.45
2500,YDR120C,YLR309C,0.82
2501,YDR120C,YPR023C,0.1
2502,YDR121W,YDR361C,0.25
2503,YDR121W,YNL262W,0.99
2504,YDR121W,YOR355W,0.19
2505,YDR127W,YCR093W,0.13
2506,YDR127W,YGR009C,0.21
2507,YDR127W,YMR186W,0.24
2508,YDR128W,YBL075C,0.32
2509,YDR128W,YOR093C,0.45
2510,YDR129C,YBR023C,0.16
2511,YDR129C,YBR253W,0.11
2512,YDR129C,YDR388W,0.11
2513,YDR129C,YFR024C,0.11
2514,YDR129C,YGL162W,0.16
2515,YDR129C,YGR170W,0.11
2516,YDR129C,YIL129C,0.15
2517,YDR129C,YLR052W,0.11
2518,YDR129C,YLR142W,0.16
2519,YDR129C,YLR310C,0.17
2520,YDR129C,YLR347C,0.11
2521,YDR129C,YLR433C,0.11
2522,YDR129C,YML093W,0.11
2523,YDR129C,YMR104C,0.11
2524,YDR129C,YOL023W,0.11
2525,YDR129C,YOR326W,0.11
2526,YDR129C,YPL012W,0.11
2527,YDR138W,YBL003C,0.14
2528,YDR138W,YBL005W,0.13
2529,YDR138W,YBL038W,0.12
2530,YDR138W,YDL084W,0.53
2531,YDR138W,YDL215C,0.11
2532,YDR138W,YDR381W,0.19
2533,YDR138W,YHR167W,0.98
2534,YDR138W,YML062C,0.93
2535,YDR138W,YNL004W,0.62
2536,YDR138W,YNL139C,0.99
2537,YDR138W,YOR227W,0.11
2538,YDR139C,YDL093W,0.36
2539,YDR139C,YNL281W,0.31
2540,YDR139C,YOR100C,0.36
2541,YDR139C,YOR216C,0.36
2542,YDR141C,YGL245W,0.22
2543,YDR141C,YHR193C,0.25
2544,YDR141C,YML010W,0.13
2545,YDR141C,YNL297C,0.4
2546,YDR141C,YPL037C,0.3
2547,YDR145W,YBL003C,0.12
2548,YDR145W,YBR081C,0.99
2549,YDR145W,YBR109C,0.12
2550,YDR145W,YCL010C,0.15
2551,YDR145W,YDR167W,0.99
2552,YDR145W,YDR176W,0.99
2553,YDR145W,YGL066W,0.7
