,protein1,protein2,weight
1776,YEL015W,YNL118C,0.99
1777,YEL016C,YBR034C,0.74
1778,YEL018W,YBL003C,0.66
1779,YEL018W,YDR359C,0.99
1780,YEL018W,YFL024C,0.97
1781,YEL018W,YGR002C,0.83
1782,YEL018W,YHR090C,0.93
1783,YEL018W,YHR099W,0.36
1784,YEL018W,YJL081C,0.96
1785,YEL018W,YNL107W,0.97
1786,YEL018W,YNL136W,0.99
1787,YEL018W,YOR244W,0.4
1788,YEL018W,YPR023C,0.99
1789,YEL023C,YCL014W,0.31
1790,YEL023C,YDL185W,0.31
1791,YEL023C,YDR454C,0.34
1792,YEL023C,YFR053C,0.41
1793,YEL023C,YJL052W,0.32
1794,YEL023C,YJR009C,0.64
1795,YEL023C,YKL216W,0.39
1796,YEL023C,YLR262C-A,0.34
1797,YEL037C,YBL075C,0.66
1798,YEL037C,YBR109C,0.77
1799,YEL037C,YBR234C,0.74
1800,YEL037C,YCR009C,0.7
1801,YEL037C,YDL007W,0.99
1802,YEL037C,YDL029W,0.68
1803,YEL037C,YDL190C,0.88
1804,YEL037C,YDR081C,0.3
1805,YEL037C,YDR129C,0.66
1806,YEL037C,YDR363W-A,0.71
1807,YEL037C,YDR388W,0.99
1808,YEL037C,YDR394W,0.99
1809,YEL037C,YDR427W,0.99
1810,YEL037C,YER095W,0.58
1811,YEL037C,YER162C,0.99
1812,YEL037C,YFR004W,0.39
1813,YEL037C,YGL106W,0.56
1814,YEL037C,YHR027C,0.99
1815,YEL037C,YHR200W,0.35
1816,YEL037C,YIL075C,0.99
1817,YEL037C,YIL148W,0.78
1818,YEL037C,YJR065C,0.77
1819,YEL037C,YKL145W,0.99
1820,YEL037C,YLL050C,0.37
1821,YEL037C,YLR429W,0.7
1822,YEL037C,YML011C,0.97
1823,YEL037C,YNR031C,0.75
1824,YEL037C,YOR117W,0.53
1825,YEL037C,YOR259C,0.99
1826,YEL037C,YPL096W,0.99
1827,YEL040W,YDR272W,0.29
1828,YEL044W,YDR190C,0.77
1829,YEL044W,YER092W,0.3
1830,YEL044W,YGL150C,0.77
1831,YEL044W,YJL081C,0.3
1832,YEL044W,YLR052W,0.41
1833,YEL044W,YNL059C,0.77
1834,YEL044W,YOR141C,0.3
1835,YEL044W,YPL235W,0.85
1836,YEL055C,YOR294W,0.46
1837,YEL056W,YBR039W,0.3
1838,YEL056W,YHR118C,0.58
1839,YEL056W,YLL022C,0.98
1840,YEL056W,YML065W,0.5
1841,YEL056W,YML105C,0.3
1842,YEL056W,YMR230W,0.53
1843,YEL056W,YPL001W,0.98
1844,YER006W,YKL117W,0.27
1845,YER007C-A,YJR014W,0.99
1846,YER012W,YBL041W,0.93
1847,YER012W,YDL203C,0.51
1848,YER012W,YEL061C,0.32
1849,YER012W,YER094C,0.95
1850,YER012W,YFR050C,0.98
1851,YER012W,YGL011C,0.97
1852,YER012W,YGL096W,0.83
1853,YER012W,YGR135W,0.97
1854,YER012W,YGR253C,0.97
1855,YER012W,YJL001W,0.95
1856,YER012W,YJL092W,0.3
1857,YER012W,YJL132W,0.53
1858,YER012W,YLR290C,0.32
1859,YER012W,YML092C,0.98
1860,YER012W,YMR314W,0.95
1861,YER012W,YOL038W,0.98
1862,YER012W,YOR157C,0.98
1863,YER012W,YOR362C,0.97
1864,YER012W,YPR103W,0.96
1865,YER016W,YOR294W,0.53
1866,YER018C,YDL073W,0.45
1867,YER018C,YMR117C,0.77
1868,YER022W,YDL005C,0.88
1869,YER022W,YDR308C,0.84
1870,YER022W,YGL025C,0.94
1871,YER022W,YGL127C,0.92
1872,YER022W,YGL151W,0.99
1873,YER022W,YGR104C,0.97
1874,YER022W,YHR041C,0.94
1875,YER022W,YHR058C,0.88
1876,YER022W,YLR071C,0.97
1877,YER022W,YML105C,0.36
1878,YER022W,YMR112C,0.88
1879,YER022W,YNL236W,0.99
1880,YER022W,YNR010W,0.96
1881,YER022W,YOL051W,0.97
1882,YER022W,YOL135C,0.97
1883,YER022W,YOR174W,0.94
1884,YER022W,YPL042C,0.36
1885,YER022W,YPL210C,0.36
1886,YER022W,YPR070W,0.94
1887,YER022W,YPR168W,0.94
1888,YER023W,YIL070C,0.99
1889,YER023W,YKR048C,0.99
1890,YER025W,YGR083C,0.99
1891,YER025W,YJR007W,0.99
1892,YER025W,YLR291C,0.93
1893,YER025W,YMR309C,0.99
1894,YER025W,YOR260W,0.94
1895,YER025W,YPR041W,0.9
1896,YER027C,YDR028C,0.85
1897,YER027C,YDR099W,0.29
1898,YER027C,YER129W,0.85
1899,YER027C,YER162C,0.29
1900,YER027C,YGL115W,0.84
1901,YER029C,YBR152W,0.45
1902,YER029C,YGR074W,0.31
1903,YER029C,YKL012W,0.98
1904,YER029C,YLR147C,0.64
1905,YER029C,YMR240C,0.88
1906,YER029C,YOR159C,0.98
1907,YER029C,YOR308C,0.98
1908,YER029C,YPL213W,0.41
1909,YER029C,YPR178W,0.34
1910,YER029C,YPR182W,0.98
1911,YER030W,YOR361C,0.98
1912,YER035W,YBR142W,0.5
1913,YER035W,YDL148C,0.98
1914,YER035W,YDR381W,0.6
1915,YER035W,YEL015W,0.98
1916,YER035W,YLR150W,0.6
1917,YER035W,YNL308C,0.64
1918,YER047C,YDL008W,0.33
1919,YER048W-A,YCL017C,0.93
1920,YER048W-A,YKL192C,0.95
1921,YER049W,YDR388W,0.99
1922,YER049W,YLR249W,0.6
1923,YER049W,YLR429W,0.66
1924,YER049W,YPL089C,0.52
1925,YER050C,YBR146W,0.84
1926,YER050C,YBR251W,0.74
1927,YER050C,YDR041W,0.84
1928,YER050C,YDR175C,0.84
1929,YER050C,YDR304C,0.4
1930,YER050C,YDR337W,0.41
1931,YER050C,YDR347W,0.85
1932,YER050C,YDR381W,0.65
1933,YER050C,YDR494W,0.84
1934,YER050C,YGL129C,0.84
1935,YER050C,YGR084C,0.74
1936,YER050C,YGR165W,0.77
1937,YER050C,YGR215W,0.84
1938,YER050C,YHL004W,0.85
1939,YER050C,YHR121W,0.3
1940,YER050C,YHR216W,0.4
1941,YER050C,YIL070C,0.82
1942,YER050C,YIL093C,0.92
1943,YER050C,YJR031C,0.4
1944,YER050C,YJR101W,0.82
1945,YER050C,YJR113C,0.77
1946,YER050C,YKL054C,0.4
1947,YER050C,YKL155C,0.41
1948,YER050C,YLR432W,0.41
1949,YER050C,YMR158W,0.4
1950,YER050C,YMR290C,0.4
1951,YER050C,YNL081C,0.4
1952,YER050C,YNL137C,0.98
1953,YER050C,YOR061W,0.29
1954,YER050C,YOR158W,0.77
1955,YER050C,YPL013C,0.82
1956,YER050C,YPL118W,0.84
1957,YER067W,YGR228W,0.39
1958,YER069W,YHR121W,0.37
1959,YER070W,YBR072W,0.49
1960,YER070W,YIL066C,0.91
1961,YER070W,YJL026W,0.99
1962,YER071C,YDR429C,0.3
1963,YER071C,YIL152W,0.4
1964,YER071C,YIR003W,0.98
1965,YER071C,YNL209W,0.3
1966,YER078C,YDR226W,0.77
1967,YER081W,YIL074C,0.99
1968,YER086W,YJL052W,0.97
1969,YER086W,YJR009C,0.88
1970,YER086W,YLR259C,0.99
1971,YER086W,YLR355C,0.55
1972,YER086W,YMR186W,0.99
1973,YER086W,YOR257W,0.98
1974,YER088C,YNL091W,0.3
1975,YER090W,YKL211C,0.97
1976,YER091C,YLR347C,0.33
1977,YER092W,YBL003C,0.58
1978,YER092W,YDR190C,0.99
1979,YER092W,YFL013C,0.99
1980,YER092W,YGL150C,0.7
1981,YER092W,YJL081C,0.99
1982,YER092W,YLR052W,0.99
1983,YER092W,YOR141C,0.99
1984,YER092W,YOR189W,0.5
1985,YER092W,YPL235W,0.99
1986,YER095W,YDR174W,0.58
1987,YER095W,YHR058C,0.36
1988,YER098W,YBR109C,0.46
1989,YER098W,YOL087C,0.86
1990,YER110C,YAR002W,0.3
1991,YER110C,YMR031C,0.29
1992,YER111C,YLR182W,0.98
1993,YER111C,YPL160W,0.43
1994,YER112W,YDR378C,0.34
1995,YER112W,YDR473C,0.75
1996,YER112W,YGL173C,0.94
1997,YER112W,YGR091W,0.74
1998,YER112W,YJL124C,0.55
1999,YER112W,YLR438C-A,0.3
2000,YER112W,YNL147W,0.67
2001,YER116C,YBL003C,0.3
2002,YER116C,YBR009C,0.77
2003,YER116C,YCR009C,0.29
2004,YER116C,YDR174W,0.41
2005,YER116C,YDR388W,0.3
2006,YER116C,YLR150W,0.4
2007,YER116C,YMR072W,0.41
2008,YER116C,YNL088W,0.74
2009,YER116C,YOR058C,0.3
2010,YER129W,YDR388W,0.3
2011,YER129W,YDR422C,0.3
2012,YER129W,YDR477W,0.41
2013,YER129W,YGL115W,0.4
2014,YER131W,YDL014W,0.98
2015,YER131W,YIL070C,0.99
2016,YER131W,YNL248C,0.29
2017,YER133W,YAR014C,0.96
2018,YER133W,YCRX13W,0.75
2019,YER133W,YDR028C,0.96
2020,YER133W,YDR099W,0.3
2021,YER133W,YDR474C,0.78
2022,YER133W,YGR156W,0.94
2023,YER133W,YHR121W,0.37
2024,YER133W,YIL035C,0.39
2025,YER133W,YIL070C,0.78
2026,YER133W,YKL193C,0.99
2027,YER133W,YLL013C,0.44
2028,YER133W,YLR028C,0.99
2029,YER133W,YMR311C,0.99
2030,YER133W,YNL233W,0.94
2031,YER133W,YOR227W,0.78
2032,YER133W,YPL137C,0.96
2033,YER139C,YCL029C,0.29
2034,YER146W,YDR378C,0.89
2035,YER146W,YGL173C,0.99
2036,YER146W,YHR165C,0.49
2037,YER146W,YJL124C,0.99
2038,YER146W,YLR275W,0.4
2039,YER147C,YAR073W,0.59
2040,YER147C,YBL003C,0.6
2041,YER147C,YBR010W,0.5
2042,YER147C,YDL014W,0.59
2043,YER147C,YDR087C,0.59
2044,YER147C,YDR180W,0.99
2045,YER147C,YGR090W,0.6
2046,YER147C,YHR121W,0.85
2047,YER147C,YJL074C,0.6
2048,YER147C,YLR432W,0.56
2049,YER147C,YMR229C,0.82
2050,YER148W,YDL065C,0.39
2051,YER148W,YDR145W,0.29
2052,YER148W,YGR246C,0.43
2053,YER148W,YHR036W,0.39
2054,YER148W,YJL123C,0.29
2055,YER148W,YKR048C,0.29
2056,YER148W,YLR249W,0.29
2057,YER148W,YMR005W,0.41
2058,YER148W,YMR186W,0.74
2059,YER148W,YMR227C,0.43
2060,YER148W,YNL138W,0.29
2061,YER148W,YPL011C,0.43
2062,YER148W,YPL129W,0.39
2063,YER149C,YLL021W,0.97
2064,YER151C,YDR363W-A,0.79
2065,YER151C,YGL106W,0.4
2066,YER151C,YLR150W,0.87
2067,YER151C,YMR173W,0.56
2068,YER151C,YNR051C,0.99
2069,YER151C,YOL109W,0.58
2070,YER155C,YAR014C,0.49
2071,YER155C,YDR028C,0.35
2072,YER155C,YLL021W,0.81
2073,YER155C,YOR361C,0.3
2074,YER161C,YLL022C,0.76
2075,YER161C,YNL189W,0.58
2076,YER162C,YDL014W,0.83
2077,YER162C,YLR197W,0.55
2078,YER162C,YOR310C,0.41
2079,YER164W,YDL014W,0.99
2080,YER164W,YGL019W,0.99
2081,YER164W,YGL207W,0.97
2082,YER164W,YIL035C,0.99
2083,YER164W,YKR081C,0.66
2084,YER164W,YLR175W,0.59
2085,YER164W,YMR229C,0.61
2086,YER164W,YNL004W,0.4
2087,YER164W,YOR039W,0.99
2088,YER164W,YOR061W,0.99
2089,YER171W,YER062C,0.65
2090,YER171W,YHR042W,0.74
2091,YER171W,YPR056W,0.43
2092,YER172C,YBR055C,0.99
2093,YER172C,YDR473C,0.95
2094,YER172C,YHR165C,0.97
2095,YER172C,YJR022W,0.3
2096,YER172C,YKL173W,0.93
2097,YER172C,YLR147C,0.58
2098,YER172C,YLR275W,0.94
2099,YER172C,YOR308C,0.86
2100,YER172C,YPR178W,0.6
2101,YER174C,YDR381W,0.48
2102,YER177W,YBR059C,0.4
2103,YER177W,YDR028C,0.96
2104,YER177W,YER016W,0.77
2105,YER177W,YGL181W,0.4
2106,YER177W,YGR097W,0.95
2107,YER177W,YHR121W,0.29
2108,YER177W,YIR003W,0.39
2109,YER177W,YLR256W,0.4
2110,YER177W,YMR086W,0.74
2111,YER177W,YNR047W,0.95
2112,YER177W,YOR220W,0.4
2113,YER179W,YMR224C,0.82
2114,YFL002C,YBL071C,0.39
2115,YFL002C,YER060W,0.39
2116,YFL002C,YMR097C,0.39
2117,YFL002C,YOR355W,0.39
2118,YFL006W,YFL007W,0.99
2119,YFL007W,YDL053C,0.29
2120,YFL007W,YGR285C,0.65
2121,YFL007W,YHR064C,0.41
2122,YFL007W,YLL026W,0.3
2123,YFL007W,YMR186W,0.29
2124,YFL008W,YJL074C,0.99
2125,YFL013C,YBL003C,0.38
2126,YFL013C,YBL106C,0.29
2127,YFL013C,YDR190C,0.99
2128,YFL013C,YEL034W,0.66
2129,YFL013C,YGL150C,0.86
2130,YFL013C,YGR285C,0.99
2131,YFL013C,YHR064C,0.99
2132,YFL013C,YJL081C,0.99
2133,YFL013C,YKL081W,0.48
2134,YFL013C,YLR052W,0.99
2135,YFL013C,YLR249W,0.64
2136,YFL013C,YNL215W,0.36
2137,YFL013C,YOR141C,0.96
2138,YFL013C,YOR189W,0.5
2139,YFL013C,YPL048W,0.98
2140,YFL013C,YPL235W,0.94
2141,YFL014W,YBR109C,0.67
2142,YFL014W,YNL312W,0.66
2143,YFL016C,YER147C,0.29
2144,YFL018W-A,YBR119W,0.72
2145,YFL018W-A,YDR473C,0.35
2146,YFL018W-A,YER029C,0.79
2147,YFL018W-A,YER146W,0.66
2148,YFL018W-A,YER172C,0.64
2149,YFL018W-A,YGR013W,0.84
2150,YFL018W-A,YGR074W,0.94
2151,YFL018W-A,YHR165C,0.64
2152,YFL018W-A,YIL061C,0.7
2153,YFL018W-A,YKL012W,0.72
2154,YFL018W-A,YKL173W,0.99
2155,YFL018W-A,YLR014C,0.48
2156,YFL018W-A,YLR147C,0.83
2157,YFL018W-A,YLR275W,0.79
2158,YFL018W-A,YOR159C,0.71
2159,YFL023W,YLR200W,0.56
2160,YFL024C,YBL003C,0.75
2161,YFL024C,YDR174W,0.66
2162,YFL024C,YDR359C,0.88
2163,YFL024C,YFR037C,0.9
2164,YFL024C,YGR002C,0.99
2165,YFL024C,YHR090C,0.97
2166,YFL024C,YJL081C,0.34
2167,YFL024C,YJR082C,0.97
2168,YFL024C,YNL107W,0.99
2169,YFL024C,YNL136W,0.97
2170,YFL044C,YDL126C,0.99
2171,YFR003C,YKL193C,0.99
2172,YFR004W,YDR394W,0.99
2173,YFR004W,YFR052W,0.99
2174,YFR004W,YGL048C,0.99
2175,YFR004W,YHR027C,0.99
2176,YFR004W,YHR200W,0.99
2177,YFR004W,YIL075C,0.99
2178,YFR004W,YKL145W,0.99
2179,YFR004W,YMR191W,0.41
2180,YFR004W,YOR117W,0.99
2181,YFR004W,YOR259C,0.99
2182,YFR004W,YOR261C,0.99
2183,YFR004W,YOR294W,0.48
2184,YFR004W,YPR108W,0.97
2185,YFR009W,YGL195W,0.99
2186,YFR009W,YHL039W,0.36
2187,YFR010W,YBL054W,0.39
2188,YFR010W,YCR014C,0.86
2189,YFR010W,YDR108W,0.81
2190,YFR010W,YDR381W,0.86
2191,YFR010W,YDR388W,0.51
2192,YFR010W,YDR394W,0.99
2193,YFR010W,YER021W,0.99
2194,YFR010W,YFR004W,0.99
2195,YFR010W,YFR052W,0.58
2196,YFR010W,YGL048C,0.99
2197,YFR010W,YHR027C,0.97
2198,YFR010W,YHR200W,0.99
2199,YFR010W,YIL075C,0.99
2200,YFR010W,YJR066W,0.29
2201,YFR010W,YKL145W,0.99
2202,YFR010W,YLR106C,0.32
2203,YFR010W,YLR421C,0.91
2204,YFR010W,YLR429W,0.99
2205,YFR010W,YOR117W,0.99
2206,YFR010W,YOR124C,0.51
2207,YFR010W,YOR259C,0.99
2208,YFR010W,YOR261C,0.99
2209,YFR010W,YPR108W,0.99
2210,YFR013W,YDL053C,0.29
2211,YFR013W,YDR174W,0.29
2212,YFR014C,YBR109C,0.3
2213,YFR015C,YKR058W,0.77
2214,YFR015C,YLR258W,0.99
2215,YFR017C,YPR184W,0.99
2216,YFR019W,YFL016C,0.3
2217,YFR019W,YKL054C,0.4
2218,YFR021W,YHR070W,0.84
2219,YFR021W,YNL242W,0.66
2220,YFR024C,YDR388W,0.38
2221,YFR024C,YHR016C,0.45
2222,YFR024C,YOR042W,0.68
2223,YFR025C,YFR031C,0.29
2224,YFR030W,YDR304C,0.4
2225,YFR030W,YDR381W,0.63
2226,YFR030W,YDR388W,0.3
2227,YFR030W,YJL123C,0.29
2228,YFR030W,YOR361C,0.52
2229,YFR031C,YLR086W,0.99
2230,YFR031C,YLR272C,0.99
2231,YFR034C,YBR010W,0.68
2232,YFR034C,YHR008C,0.48
2233,YFR034C,YNL015W,0.48
2234,YFR037C,YGR056W,0.96
2235,YFR037C,YGR275W,0.97
2236,YFR037C,YIL126W,0.99
2237,YFR037C,YKR008W,0.97
2238,YFR037C,YLR033W,0.99
2239,YFR037C,YLR321C,0.99
2240,YFR037C,YLR347C,0.33
2241,YFR037C,YLR357W,0.99
2242,YFR037C,YML127W,0.99
2243,YFR037C,YMR033W,0.99
2244,YFR037C,YMR091C,0.99
2245,YFR037C,YPR034W,0.99
2246,YFR040W,YDL047W,0.99
2247,YFR040W,YDR436W,0.83
2248,YFR040W,YFR021W,0.96
2249,YFR048W,YMR186W,0.99
2250,YFR049W,YFL018C,0.91
2251,YFR050C,YER094C,0.62
2252,YFR050C,YGL011C,0.99
2253,YFR050C,YGR135W,0.94
2254,YFR050C,YGR253C,0.99
2255,YFR050C,YJL001W,0.99
2256,YFR050C,YML092C,0.99
2257,YFR050C,YMR314W,0.94
2258,YFR050C,YOL038W,0.99
2259,YFR050C,YOR157C,0.96
2260,YFR050C,YOR362C,0.99
2261,YFR050C,YPR103W,0.97
2262,YFR051C,YGL137W,0.99
2263,YFR051C,YIL076W,0.99
2264,YFR052W,YAL001C,0.79
2265,YFR052W,YAL019W,0.77
2266,YFR052W,YAL042W,0.63
2267,YFR052W,YBL076C,0.3
2268,YFR052W,YDL030W,0.63
2269,YFR052W,YDL148C,0.3
2270,YFR052W,YER021W,0.96
2271,YFR052W,YGL078C,0.41
2272,YFR052W,YGL095C,0.65
2273,YFR052W,YGL178W,0.63
2274,YFR052W,YHR027C,0.98
2275,YFR052W,YHR102W,0.3
2276,YFR052W,YKL145W,0.4
2277,YFR052W,YKL203C,0.82
2278,YFR052W,YMR048W,0.3
2279,YFR052W,YMR089C,0.39
2280,YFR052W,YOR259C,0.4
2281,YFR052W,YOR261C,0.98
2282,YFR052W,YPL082C,0.41
2283,YFR052W,YPR108W,0.98
2284,YGL005C,YGL223C,0.98
2285,YGL005C,YML071C,0.99
2286,YGL005C,YNL041C,0.58
2287,YGL009C,YGR171C,0.37
2288,YGL011C,YBL020W,0.4
2289,YGL011C,YDR400W,0.4
2290,YGL011C,YER094C,0.82
2291,YGL011C,YGR097W,0.3
2292,YGL011C,YGR135W,0.97
2293,YGL011C,YGR253C,0.97
2294,YGL011C,YIL099W,0.4
2295,YGL011C,YIR030C,0.4
2296,YGL011C,YJL001W,0.84
2297,YGL011C,YJL088W,0.4
2298,YGL011C,YKR070W,0.4
2299,YGL011C,YLR211C,0.4
2300,YGL011C,YLR249W,0.29
2301,YGL011C,YML092C,0.98
2302,YGL011C,YMR314W,0.4
2303,YGL011C,YOL038W,0.98
2304,YGL011C,YOR157C,0.98
2305,YGL011C,YOR362C,0.97
2306,YGL014W,YJR025C,0.39
2307,YGL014W,YNL112W,0.39
2308,YGL020C,YDL100C,0.99
2309,YGL020C,YER083C,0.88
2310,YGL025C,YDL005C,0.93
2311,YGL025C,YEL034W,0.38
2312,YGL025C,YGL127C,0.98
2313,YGL025C,YHR058C,0.38
2314,YGL025C,YNR010W,0.57
2315,YGL025C,YOL051W,0.75
2316,YGL025C,YOR174W,0.7
2317,YGL025C,YPR070W,0.28
2318,YGL025C,YPR168W,0.9
2319,YGL035C,YAR010C,0.4
2320,YGL035C,YBL002W,0.3
2321,YGL035C,YBL003C,0.41
2322,YGL035C,YBR010W,0.29
2323,YGL035C,YDR099W,0.29
2324,YGL035C,YDR174W,0.77
2325,YGL039W,YER064C,0.48
2326,YGL044C,YMR061W,0.99
2327,YGL044C,YOR250C,0.48
2328,YGL046W,YBL021C,0.29
2329,YGL046W,YGL014W,0.29
2330,YGL046W,YPL216W,0.39
2331,YGL048C,YDR394W,0.99
2332,YGL048C,YER021W,0.99
2333,YGL048C,YFR052W,0.99
2334,YGL048C,YGL004C,0.49
2335,YGL048C,YGL141W,0.29
2336,YGL048C,YHR027C,0.94
2337,YGL048C,YHR200W,0.99
2338,YGL048C,YIL075C,0.99
2339,YGL048C,YKL145W,0.99
2340,YGL048C,YOR117W,0.81
2341,YGL048C,YOR259C,0.99
2342,YGL048C,YOR261C,0.99
2343,YGL048C,YPL004C,0.8
2344,YGL048C,YPR108W,0.99
2345,YGL049C,YDL014W,0.99
2346,YGL049C,YGL122C,0.66
2347,YGL049C,YJL138C,0.99
2348,YGL049C,YOL139C,0.93
2349,YGL050W,YJR031C,0.4
2350,YGL057C,YBR045C,0.45
2351,YGL058W,YDL074C,0.99
2352,YGL061C,YIL070C,0.67
2353,YGL061C,YKL052C,0.97
2354,YGL061C,YKR037C,0.99
2355,YGL061C,YKR048C,0.99
2356,YGL061C,YKR083C,0.94
2357,YGL066W,YHR064C,0.56
2358,YGL066W,YLL026W,0.99
2359,YGL067W,YDR381W,0.4
2360,YGL067W,YHR121W,0.3
2361,YGL067W,YKR037C,0.43
2362,YGL067W,YOR257W,0.3
2363,YGL070C,YAL062W,0.48
2364,YGL070C,YBL059W,0.72
2365,YGL070C,YBL082C,0.68
2366,YGL070C,YCR079W,0.6
2367,YGL070C,YDR388W,0.66
2368,YGL070C,YDR404C,0.99
2369,YGL070C,YGL014W,0.62
2370,YGL070C,YGL043W,0.81
2371,YGL070C,YGR005C,0.99
2372,YGL070C,YGR063C,0.94
2373,YGL070C,YGR186W,0.89
2374,YGL070C,YIL021W,0.99
2375,YGL070C,YJL140W,0.99
2376,YGL070C,YML010W,0.87
2377,YGL070C,YOL005C,0.94
2378,YGL070C,YOR151C,0.99
2379,YGL070C,YOR210W,0.94
2380,YGL070C,YOR224C,0.81
2381,YGL070C,YPL129W,0.83
2382,YGL070C,YPR187W,0.71
2383,YGL073W,YBL061C,0.33
2384,YGL073W,YJL194W,0.32
2385,YGL073W,YLR419W,0.32
2386,YGL078C,YCL059C,0.75
2387,YGL078C,YDL014W,0.43
2388,YGL078C,YDL208W,0.56
2389,YGL078C,YEL026W,0.36
2390,YGL078C,YHR072W-A,0.36
2391,YGL078C,YHR089C,0.66
2392,YGL078C,YLR175W,0.58
2393,YGL078C,YLR197W,0.94
2394,YGL078C,YNL308C,0.66
2395,YGL086W,YJL030W,0.94
2396,YGL087C,YMR140W,0.79
2397,YGL087C,YMR323W,0.37
2398,YGL090W,YER062C,0.4
2399,YGL092W,YDR129C,0.4
2400,YGL092W,YGL100W,0.99
2401,YGL092W,YJR042W,0.99
2402,YGL092W,YKL057C,0.99
2403,YGL092W,YLR208W,0.99
2404,YGL092W,YLR429W,0.59
2405,YGL094C,YKL025C,0.93
2406,YGL097W,YLR293C,0.99
2407,YGL097W,YNL247W,0.66
2408,YGL097W,YPL037C,0.66
2409,YGL099W,YBR101C,0.6
2410,YGL099W,YDR174W,0.54
2411,YGL099W,YDR381W,0.62
2412,YGL099W,YOR294W,0.64
2413,YGL105W,YBR128C,0.45
2414,YGL105W,YBR296C,0.45
2415,YGL105W,YDR270W,0.45
2416,YGL105W,YDR385W,0.4
2417,YGL105W,YER157W,0.45
2418,YGL105W,YGL245W,0.88
2419,YGL105W,YGR264C,0.99
2420,YGL105W,YHL009W-B,0.45
2421,YGL105W,YHR131C,0.4
2422,YGL105W,YIR033W,0.45
2423,YGL105W,YJL092W,0.45
2424,YGL105W,YKL050C,0.45
2425,YGL105W,YLR138W,0.45
2426,YGL105W,YLR247C,0.45
2427,YGL105W,YMR280C,0.4
2428,YGL105W,YNL021W,0.45
2429,YGL105W,YNL119W,0.45
2430,YGL105W,YNR013C,0.45
2431,YGL105W,YOR017W,0.45
2432,YGL105W,YOR197W,0.45
2433,YGL106W,YAL029C,0.4
2434,YGL106W,YBR109C,0.93
2435,YGL106W,YDR171W,0.74
2436,YGL106W,YDR388W,0.58
2437,YGL106W,YGR086C,0.76
2438,YGL106W,YLR429W,0.98
2439,YGL106W,YOL139C,0.3
2440,YGL106W,YOR326W,0.98
2441,YGL106W,YPL004C,0.72
2442,YGL106W,YPR171W,0.97
2443,YGL108C,YDL126C,0.91
2444,YGL110C,YKR023W,0.43
2445,YGL111W,YNL082W,0.3
2446,YGL111W,YOR380W,0.39
2447,YGL112C,YBL002W,0.59
2448,YGL112C,YBR081C,0.56
2449,YGL112C,YDR381W,0.67
2450,YGL112C,YGL066W,0.99
2451,YGL112C,YGR252W,0.99
2452,YGL112C,YGR274C,0.97
2453,YGL112C,YLR055C,0.99
2454,YGL112C,YML015C,0.98
2455,YGL112C,YMR005W,0.86
2456,YGL112C,YMR227C,0.94
2457,YGL112C,YMR236W,0.97
2458,YGL112C,YOL148C,0.97
2459,YGL112C,YPL011C,0.94
2460,YGL112C,YPL047W,0.83
2461,YGL112C,YPL254W,0.99
2462,YGL120C,YDL014W,0.99
2463,YGL120C,YDR381W,0.86
2464,YGL120C,YGL128C,0.99
2465,YGL120C,YKR022C,0.75
2466,YGL120C,YLR150W,0.34
2467,YGL120C,YLR424W,0.99
2468,YGL120C,YNL224C,0.96
2469,YGL120C,YNL308C,0.56
2470,YGL120C,YOL115W,0.58
2471,YGL122C,YDR381W,0.74
2472,YGL122C,YLR150W,0.99
2473,YGL122C,YMR255W,0.69
2474,YGL124C,YML007W,0.33
2475,YGL124C,YOR151C,0.32
2476,YGL125W,YPL023C,0.95
2477,YGL127C,YBR193C,0.98
2478,YGL127C,YDL005C,0.76
2479,YGL127C,YHR058C,0.99
2480,YGL127C,YLR071C,0.5
2481,YGL127C,YLR150W,0.99
2482,YGL127C,YNL236W,0.98
2483,YGL127C,YNR010W,0.59
2484,YGL127C,YOL051W,0.94
2485,YGL127C,YOL135C,0.99
2486,YGL127C,YOR174W,0.99
2487,YGL127C,YPR070W,0.94
2488,YGL127C,YPR168W,0.99
2489,YGL133W,YCL032W,0.29
2490,YGL133W,YJL065C,0.98
2491,YGL133W,YOR304W,0.95
2492,YGL137W,YIL035C,0.35
2493,YGL137W,YIL076W,0.97
2494,YGL137W,YLR260W,0.37
2495,YGL137W,YMR224C,0.48
2496,YGL137W,YNL287W,0.83
2497,YGL137W,YPL010W,0.94
2498,YGL150C,YOR141C,0.97
2499,YGL150C,YPL235W,0.99
2500,YGL151W,YDL005C,0.81
2501,YGL151W,YDR308C,0.85
2502,YGL151W,YGL025C,0.64
2503,YGL151W,YGR104C,0.99
2504,YGL151W,YNR010W,0.86
2505,YGL151W,YOL051W,0.97
2506,YGL151W,YOL135C,0.99
2507,YGL151W,YOR174W,0.99
2508,YGL151W,YPR070W,0.96
2509,YGL151W,YPR168W,0.56
2510,YGL155W,YKL019W,0.99
2511,YGL157W,YCR014C,0.48
2512,YGL157W,YGL171W,0.77
2513,YGL157W,YMR034C,0.35
2514,YGL166W,YDR381W,0.4
2515,YGL167C,YAR010C,0.68
2516,YGL167C,YBL030C,0.32
2517,YGL167C,YBL071C,0.33
2518,YGL167C,YBR085W,0.32
2519,YGL167C,YBR189W,0.83
2520,YGL167C,YDR342C,0.33
2521,YGL167C,YER162C,0.91
2522,YGL167C,YGL008C,0.33
2523,YGL167C,YIL146C,0.32
2524,YGL167C,YLR075W,0.51
