,protein1,protein2,weight
3220,YDL014W,YHR013C,0.41
3221,YDL014W,YHR039C,0.29
3222,YDL014W,YHR052W,0.99
3223,YDL014W,YHR066W,0.99
3224,YDL014W,YHR089C,0.3
3225,YDL014W,YHR118C,0.14
3226,YDL014W,YHR193C,0.13
3227,YDL014W,YIL043C,0.64
3228,YDL014W,YIL076W,0.11
3229,YDL014W,YIL126W,0.15
3230,YDL014W,YIR001C,0.43
3231,YDL014W,YJL033W,0.88
3232,YDL014W,YJL050W,0.13
3233,YDL014W,YJL095W,0.74
3234,YDL014W,YJR010C-A,0.25
3235,YDL014W,YJR084W,0.25
3236,YDL014W,YKL018W,0.98
3237,YDL014W,YKL023W,0.26
3238,YDL014W,YKL035W,0.99
3239,YDL014W,YKL052C,0.15
3240,YDL014W,YKL075C,0.98
3241,YDL014W,YKR024C,0.99
3242,YDL014W,YKR082W,0.14
3243,YDL014W,YKR092C,0.67
3244,YDL014W,YLR175W,0.94
3245,YDL014W,YLR197W,0.98
3246,YDL014W,YLR221C,0.99
3247,YDL014W,YLR225C,0.15
3248,YDL014W,YLR320W,0.34
3249,YDL014W,YLR369W,0.29
3250,YDL014W,YLR398C,0.99
3251,YDL014W,YLR429W,0.12
3252,YDL014W,YLR455W,0.99
3253,YDL014W,YML065W,0.12
3254,YDL014W,YML112W,0.26
3255,YDL014W,YML127W,0.13
3256,YDL014W,YMR014W,0.99
3257,YDL014W,YMR049C,0.35
3258,YDL014W,YMR075W,0.99
3259,YDL014W,YMR128W,0.22
3260,YDL014W,YMR229C,0.94
3261,YDL014W,YNL005C,0.15
3262,YDL014W,YNL023C,0.98
3263,YDL014W,YNL168C,0.12
3264,YDL014W,YNL201C,0.11
3265,YDL014W,YNL248C,0.25
3266,YDL014W,YNL255C,0.68
3267,YDL014W,YNL308C,0.56
3268,YDL014W,YNR038W,0.68
3269,YDL014W,YNR054C,0.91
3270,YDL014W,YOL004W,0.12
3271,YDL014W,YOL010W,0.13
3272,YDL014W,YOL076W,0.14
3273,YDL014W,YOL139C,0.61
3274,YDL014W,YOL144W,0.77
3275,YDL014W,YOR056C,0.61
3276,YDL014W,YOR078W,0.2
3277,YDL014W,YOR206W,0.99
3278,YDL014W,YOR243C,0.13
3279,YDL014W,YOR272W,0.14
3280,YDL014W,YOR310C,0.66
3281,YDL014W,YOR381W,0.39
3282,YDL014W,YPL009C,0.15
3283,YDL014W,YPL037C,0.15
3284,YDL014W,YPL066W,0.3
3285,YDL014W,YPL220W,0.68
3286,YDL014W,YPR045C,0.12
3287,YDL014W,YPR046W,0.23
3288,YDL014W,YPR086W,0.26
3289,YDL014W,YPR137W,0.12
3290,YDL014W,YPR161C,0.64
3291,YDL014W,YPR178W,0.77
3292,YDL015C,YFR037C,0.15
3293,YDL015C,YJR010C-A,0.8
3294,YDL017W,YDR052C,0.18
3295,YDL017W,YLR429W,0.29
3296,YDL019C,YDL053C,0.11
3297,YDL019C,YDL148C,0.12
3298,YDL019C,YDR060W,0.12
3299,YDL019C,YDR129C,0.11
3300,YDL019C,YDR184C,0.15
3301,YDL019C,YDR381W,0.36
3302,YDL019C,YER162C,0.12
3303,YDL019C,YGL092W,0.11
3304,YDL019C,YGL137W,0.41
3305,YDL019C,YGL216W,0.11
3306,YDL019C,YGR258C,0.11
3307,YDL019C,YHR208W,0.11
3308,YDL019C,YJL207C,0.36
3309,YDL019C,YJR009C,0.11
3310,YDL019C,YJR126C,0.11
3311,YDL019C,YKL054C,0.11
3312,YDL019C,YKR081C,0.12
3313,YDL019C,YLR386W,0.1
3314,YDL019C,YLR407W,0.11
3315,YDL019C,YMR309C,0.12
3316,YDL019C,YOL077C,0.12
3317,YDL019C,YOR172W,0.11
3318,YDL019C,YPL146C,0.12
3319,YDL019C,YPR055W,0.15
3320,YDL020C,YPR175W,0.39
3321,YDL022W,YDL095W,0.33
3322,YDL022W,YIL148W,0.27
3323,YDL022W,YKR018C,0.2
3324,YDL025C,YDL097C,0.14
3325,YDL025C,YMR186W,0.13
3326,YDL027C,YIR010W,0.22
3327,YDL028C,YDR427W,0.2
3328,YDL029W,YEL037C,0.68
3329,YDL029W,YJL033W,0.16
3330,YDL029W,YJR065C,0.77
3331,YDL029W,YLR203C,0.17
3332,YDL029W,YLR370C,0.38
3333,YDL029W,YMR229C,0.21
3334,YDL029W,YPL022W,0.15
3335,YDL030W,YDL043C,0.87
3336,YDL030W,YDR295C,0.2
3337,YDL030W,YDR363W-A,0.29
3338,YDL030W,YDR482C,0.68
3339,YDL030W,YDR515W,0.27
3340,YDL030W,YFR052W,0.63
3341,YDL030W,YGR104C,0.11
3342,YDL030W,YJL203W,0.99
3343,YDL030W,YLR147C,0.78
3344,YDL030W,YLR323C,0.21
3345,YDL030W,YOR261C,0.17
3346,YDL031W,YDL040C,0.98
3347,YDL031W,YDR388W,0.34
3348,YDL031W,YGL245W,0.45
3349,YDL031W,YGR090W,0.11
3350,YDL031W,YHR154W,0.64
3351,YDL035C,YGR262C,0.16
3352,YDL035C,YJL157C,0.16
3353,YDL036C,YDL063C,0.27
3354,YDL036C,YDL097C,0.14
3355,YDL036C,YDL147W,0.14
3356,YDL036C,YHR200W,0.61
3357,YDL038C,YDR478W,0.27
3358,YDL038C,YGR104C,0.12
3359,YDL040C,YDR174W,0.25
3360,YDL040C,YDR303C,0.67
3361,YDL040C,YDR381W,0.98
3362,YDL040C,YGL078C,0.14
3363,YDL040C,YHL009WB,0.41552036041070056
3364,YDL040C,YHR013C,0.94
3365,YDL040C,YHR089C,0.16
3366,YDL040C,YJL033W,0.14
3367,YDL040C,YLR175W,0.99
3368,YDL040C,YLR197W,0.99
3369,YDL040C,YML007W,0.19
3370,YDL040C,YMR229C,0.98
3371,YDL040C,YMR290C,0.37
3372,YDL040C,YNL083W,0.19
3373,YDL040C,YNL132W,0.16
3374,YDL040C,YNL248C,0.22
3375,YDL040C,YNL308C,0.14
3376,YDL040C,YOR253W,0.99
3377,YDL040C,YPL037C,0.15
3378,YDL042C,YDL053C,0.12
3379,YDL042C,YDL223C,0.13
3380,YDL042C,YDR227W,0.99
3381,YDL042C,YHR121W,0.12
3382,YDL042C,YJL076W,0.97
3383,YDL042C,YKR025W,0.15
3384,YDL042C,YMR229C,0.15
3385,YDL042C,YNL113W,0.77
3386,YDL042C,YNL151C,0.12
3387,YDL042C,YOR116C,0.37
3388,YDL042C,YOR124C,0.11
3389,YDL042C,YOR207C,0.15
3390,YDL042C,YOR210W,0.58
3391,YDL042C,YPR110C,0.15
3392,YDL043C,YDL203C,0.16
3393,YDL043C,YDR163W,0.18
3394,YDL043C,YDR174W,0.66
3395,YDL043C,YDR381W,0.68
3396,YDL043C,YDR388W,0.15
3397,YDL043C,YDR482C,0.7
3398,YDL043C,YER029C,0.63
3399,YDL043C,YGL174W,0.36
3400,YDL043C,YGR024C,0.16
3401,YDL043C,YGR074W,0.66
3402,YDL043C,YGR129W,0.37
3403,YDL043C,YHR165C,0.11
3404,YDL043C,YIL105C,0.18
3405,YDL043C,YJL203W,0.99
3406,YDL043C,YJR050W,0.18
3407,YDL043C,YKL095W,0.11
3408,YDL043C,YLR016C,0.11
3409,YDL043C,YLR117C,0.14
3410,YDL043C,YLR147C,0.71
3411,YDL043C,YLR150W,0.75
3412,YDL043C,YLR275W,0.64
3413,YDL043C,YLR438C-A,0.11
3414,YDL043C,YML049C,0.99
3415,YDL043C,YMR237W,0.11
3416,YDL043C,YMR240C,0.99
3417,YDL043C,YMR288W,0.99
3418,YDL043C,YOR319W,0.12
3419,YDL043C,YPL151C,0.99
3420,YDL043C,YPL242C,0.15
3421,YDL043C,YPR052C,0.15
3422,YDL044C,YDR400W,0.33
3423,YDL044C,YLR139C,0.95
3424,YDL044C,YOR157C,0.11
3425,YDL045W-A,YIL070C,0.33
3426,YDL045W-A,YIL093C,0.4
3427,YDL045W-A,YJL063C,0.45
3428,YDL045W-A,YJR113C,0.3
3429,YDL047W,YER155C,0.16
3430,YDL047W,YFR040W,0.99
3431,YDL047W,YJL098W,0.99
3432,YDL047W,YKR028W,0.61
3433,YDL047W,YLR097C,0.61
3434,YDL048C,YDR502C,0.2
3435,YDL048C,YMR186W,0.3
3436,YDL048C,YOR057W,0.11
3437,YDL051W,YDL092W,0.88
3438,YDL051W,YKL122C,0.21
3439,YDL051W,YMR180C,0.16
3440,YDL051W,YPL243W,0.88
3441,YDL051W,YPR178W,0.64
3442,YDL052C,YKR024C,0.15
3443,YDL053C,YDL171C,0.12
3444,YDL053C,YDR071C,0.11
3445,YDL053C,YDR207C,0.59
3446,YDL053C,YDR365C,0.19
3447,YDL053C,YDR427W,0.12
3448,YDL053C,YFR013W,0.29
3449,YDL053C,YGL014W,0.1
3450,YDL053C,YGL173C,0.12
3451,YDL053C,YGL200C,0.29
3452,YDL053C,YGL203C,0.29
3453,YDL053C,YGL227W,0.12
3454,YDL053C,YGR071C,0.11
3455,YDL053C,YHR025W,0.15
3456,YDL053C,YHR118C,0.13
3457,YDL053C,YHR121W,0.99
3458,YDL053C,YIL070C,0.25
3459,YDL053C,YJL154C,0.15
3460,YDL053C,YKL075C,0.15
3461,YDL053C,YKL114C,0.26
3462,YDL053C,YLL022C,0.11
3463,YDL053C,YMR123W,0.39
3464,YDL053C,YMR173W,0.25
3465,YDL053C,YNL215W,0.12
3466,YDL053C,YNR053C,0.15
3467,YDL053C,YOR386W,0.11
3468,YDL053C,YPL150W,0.25
3469,YDL053C,YPL209C,0.29
3470,YDL053C,YPL228W,0.14
3471,YDL053C,YPR046W,0.24
3472,YDL053C,YPR052C,0.12
3473,YDL053C,YPR067W,0.15
3474,YDL053C,YPR162C,0.15
3475,YDL053C,YPR175W,0.29
3476,YDL054C,YOR315W,0.45
3477,YDL055C,YDR083W,0.11
3478,YDL055C,YDR174W,0.11
3479,YDL055C,YDR254W,0.11
3480,YDL055C,YDR294C,0.41552036041070056
3481,YDL055C,YDR466W,0.16
3482,YDL055C,YEL055C,0.12
3483,YDL055C,YFR040W,0.11
3484,YDL055C,YGL137W,0.14
3485,YDL055C,YHL009WB,0.41552036041070056
3486,YDL055C,YHR087W,0.11
3487,YDL055C,YHR103W,0.16
3488,YDL055C,YIL070C,0.11
3489,YDL055C,YIL151C,0.16
3490,YDL055C,YJL034W,0.36
3491,YDL055C,YJL039C,0.12
3492,YDL055C,YJR138W,0.16
3493,YDL055C,YKL004W,0.11
3494,YDL055C,YKR048C,0.4
3495,YDL055C,YLR035C,0.11
3496,YDL055C,YLR243W,0.17
3497,YDL055C,YLR424W,0.11
3498,YDL055C,YNL102W,0.11
3499,YDL055C,YNL225C,0.11
3500,YDL055C,YOL063C,0.16
3501,YDL055C,YOL138C,0.16
3502,YDL055C,YOR257W,0.48
3503,YDL055C,YOR375C,0.11
3504,YDL055C,YOR380W,0.16
3505,YDL055C,YPR034W,0.41
3506,YDL056W,YER133W,0.14
3507,YDL056W,YJL089W,0.16
3508,YDL056W,YKL216W,0.14
3509,YDL056W,YLR182W,0.99
3510,YDL056W,YLR386W,0.23
3511,YDL056W,YMR049C,0.1
3512,YDL056W,YMR063W,0.16
3513,YDL058W,YDR225W,0.13
3514,YDL058W,YER155C,0.1
3515,YDL058W,YOL109W,0.11
3516,YDL059C,YGR252W,0.61
3517,YDL060W,YDL135C,0.14
3518,YDL060W,YDL155W,0.12
3519,YDL060W,YDR174W,0.12
3520,YDL060W,YDR365C,0.15
3521,YDL060W,YDR381W,0.84
3522,YDL060W,YEL054C,0.62
3523,YDL060W,YER131W,0.86
3524,YDL060W,YGL106W,0.12
3525,YDL060W,YGL122C,0.15
3526,YDL060W,YGR090W,0.53
3527,YDL060W,YGR126W,0.22
3528,YDL060W,YHL013C,0.14
3529,YDL060W,YHR072W-A,0.13
3530,YDL060W,YHR089C,0.81
3531,YDL060W,YHR099W,0.13
3532,YDL060W,YIL091C,0.14
3533,YDL060W,YIL095W,0.64
3534,YDL060W,YJL093C,0.13
3535,YDL060W,YJL129C,0.13
3536,YDL060W,YKL145W,0.13
3537,YDL060W,YKR081C,0.15
3538,YDL060W,YLL002W,0.11
3539,YDL060W,YLR150W,0.75
3540,YDL060W,YLR197W,0.11
3541,YDL060W,YLR435W,0.94
3542,YDL060W,YML065W,0.11
3543,YDL060W,YMR093W,0.41
3544,YDL060W,YNL106C,0.12
3545,YDL060W,YNL308C,0.73
3546,YDL060W,YNR054C,0.77
3547,YDL060W,YOL087C,0.25
3548,YDL060W,YOR198C,0.9
3549,YDL060W,YOR206W,0.26
3550,YDL060W,YPL090C,0.68
3551,YDL060W,YPL146C,0.64
3552,YDL060W,YPR052C,0.12
3553,YDL060W,YPR161C,0.58
3554,YDL060W,YPR169W,0.15
3555,YDL062W,YML094W,0.16
3556,YDL063C,YGL227W,0.15
3557,YDL063C,YLR015W,0.16
3558,YDL065C,YER148W,0.39
3559,YDL065C,YGR104C,0.12
3560,YDL065C,YMR108W,0.39
3561,YDL066W,YMR173W,0.3
3562,YDL066W,YMR304W,0.28
3563,YDL068W,YEL012W,0.2
3564,YDL069C,YKL164C,0.45
3565,YDL069C,YPR175W,0.39
3566,YDL070W,YDL182W,0.11
3567,YDL070W,YDR087C,0.15
3568,YDL070W,YDR381W,0.7
3569,YDL070W,YEL026W,0.22
3570,YDL070W,YGR086C,0.36
3571,YDL070W,YIL035C,0.15
3572,YDL070W,YIL036W,0.25
3573,YDL070W,YLR399C,0.97
3574,YDL070W,YNL209W,0.15
3575,YDL070W,YOR061W,0.15
3576,YDL073W,YDR516C,0.19
3577,YDL073W,YEL003W,0.18
3578,YDL073W,YER018C,0.45
3579,YDL073W,YIR012W,0.19
3580,YDL074C,YDL148C,0.14
3581,YDL074C,YDR174W,0.11
3582,YDL074C,YER062C,0.16
3583,YDL074C,YER164W,0.16
3584,YDL074C,YFR024C-A,0.41552036041070056
3585,YDL074C,YGL058W,0.99
3586,YDL074C,YGR184C,0.15
3587,YDL074C,YHR001W,0.12
3588,YDL074C,YIL036W,0.12
3589,YDL074C,YKL035W,0.27
3590,YDL074C,YKL112W,0.11
3591,YDL074C,YLL021W,0.1
3592,YDL074C,YMR314W,0.16
3593,YDL074C,YOR362C,0.14
3594,YDL074C,YOR365C,0.78
3595,YDL074C,YPL055C,0.96
3596,YDL074C,YPR080W,0.4
3597,YDL076C,YER011W,0.41552036041070056
3598,YDL076C,YGR002C,0.15
3599,YDL076C,YIL084C,0.22
3600,YDL076C,YJL081C,0.15
3601,YDL076C,YLR347C,0.15
3602,YDL076C,YNL107W,0.21
3603,YDL076C,YOL004W,0.3
3604,YDL076C,YOR244W,0.15
3605,YDL076C,YPL004C,0.14
3606,YDL076C,YPR023C,0.15
3607,YDL077C,YOL013C,0.59
3608,YDL077C,YOR051C,0.63
3609,YDL078C,YDR304C,0.4
3610,YDL078C,YHR121W,0.29
3611,YDL078C,YKR025W,0.3
3612,YDL078C,YML105C,0.4
3613,YDL078C,YNL113W,0.39
3614,YDL078C,YOR207C,0.3
3615,YDL081C,YDL182W,0.17
3616,YDL081C,YJR010C-A,0.33
3617,YDL081C,YLR355C,0.22
3618,YDL081C,YNR053C,0.22
3619,YDL084W,YDR138W,0.53
3620,YDL084W,YER105C,0.11
3621,YDL084W,YKL014C,0.11
3622,YDL084W,YKR092C,0.11
3623,YDL084W,YLR384C,0.11
3624,YDL084W,YML062C,0.99
3625,YDL084W,YMR309C,0.11
3626,YDL084W,YNL139C,0.11
3627,YDL084W,YNL140C,0.41
3628,YDL085CA,YER172C,0.41552036041070056
3629,YDL085CA,YHR165C,0.41552036041070056
3630,YDL085W,YHR204W,0.39
3631,YDL085W,YKL093W,0.39
3632,YDL085W,YKR092C,0.21
3633,YDL085W,YLR371W,0.56
3634,YDL085W,YNL059C,0.16
3635,YDL085W,YOR076C,0.31
3636,YDL087C,YGL238W,0.48
3637,YDL087C,YGR013W,0.77
3638,YDL087C,YGR074W,0.59
3639,YDL087C,YIL061C,0.64
3640,YDL087C,YKL012W,0.99
3641,YDL087C,YLR147C,0.48
3642,YDL087C,YLR275W,0.15
3643,YDL087C,YLR298C,0.88
3644,YDL087C,YML046W,0.15
3645,YDL087C,YOR159C,0.21
3646,YDL088C,YDR172W,0.13
3647,YDL090C,YKL019W,0.19
3648,YDL090C,YNL030W,0.13
3649,YDL092W,YDR381W,0.54
3650,YDL092W,YDR395W,0.14
3651,YDL092W,YGR245C,0.11
3652,YDL092W,YKL122C,0.99
3653,YDL092W,YKR048C,0.13
3654,YDL092W,YLR398C,0.12
3655,YDL092W,YML105C,0.99
3656,YDL092W,YPL210C,0.98
3657,YDL092W,YPL243W,0.99
3658,YDL092W,YPR088C,0.99
3659,YDL093W,YDR139C,0.36
3660,YDL095W,YDL143W,0.23
3661,YDL095W,YDR129C,0.72
3662,YDL095W,YDR174W,0.76
3663,YDL095W,YDR272W,0.25
3664,YDL095W,YDR385W,0.26
3665,YDL095W,YDR388W,0.9
3666,YDL095W,YEL002C,0.33
3667,YDL095W,YER120W,0.23
3668,YDL095W,YFR053C,0.25
3669,YDL095W,YGL008C,0.94
3670,YDL095W,YGL245W,0.32
3671,YDL095W,YGR080W,0.25
3672,YDL095W,YGR266W,0.32
3673,YDL095W,YHR023W,0.24
3674,YDL095W,YIL148W,0.26
3675,YDL095W,YJL041W,0.24
3676,YDL095W,YJL117W,0.33
3677,YDL095W,YJR009C,0.3
3678,YDL095W,YLR150W,0.83
3679,YDL095W,YLR249W,0.24
3680,YDL095W,YLR429W,0.98
3681,YDL095W,YMR083W,0.33
3682,YDL095W,YMR091C,0.25
3683,YDL095W,YNL055C,0.84
3684,YDL095W,YNL138W,0.24
3685,YDL095W,YOR093C,0.32
3686,YDL095W,YOR153W,0.51
3687,YDL095W,YPL004C,0.48
3688,YDL095W,YPL226W,0.75
3689,YDL097C,YDL147W,0.97
3690,YDL097C,YDL215C,0.43
3691,YDL097C,YDR108W,0.15
3692,YDL097C,YDR174W,0.14
3693,YDL097C,YDR180W,0.34
3694,YDL097C,YDR301W,0.1
3695,YDL097C,YDR314C,0.14
3696,YDL097C,YDR363W-A,0.97
3697,YDL097C,YDR394W,0.55
3698,YDL097C,YDR427W,0.97
3699,YDL097C,YEL052W,0.11
3700,YDL097C,YER021W,0.99
3701,YDL097C,YFR004W,0.99
3702,YDL097C,YFR010W,0.99
3703,YDL097C,YFR052W,0.94
3704,YDL097C,YGL048C,0.99
3705,YDL097C,YGL094C,0.11
3706,YDL097C,YGL095C,0.3
3707,YDL097C,YGL161C,0.15
3708,YDL097C,YGR161C,0.1
3709,YDL097C,YGR232W,0.99
3710,YDL097C,YHR027C,0.99
3711,YDL097C,YHR119W,0.14
3712,YDL097C,YHR200W,0.99
3713,YDL097C,YIL075C,0.99
3714,YDL097C,YIL099W,0.17
3715,YDL097C,YIR012W,0.15
3716,YDL097C,YJL109C,0.1
3717,YDL097C,YJL204C,0.2
3718,YDL097C,YJR062C,0.2
3719,YDL097C,YJR099W,0.11
3720,YDL097C,YJR120W,0.2
3721,YDL097C,YKL027W,0.3
3722,YDL097C,YKL104C,0.11
3723,YDL097C,YKL145W,0.99
3724,YDL097C,YKL165C,0.2
3725,YDL097C,YLR278C,0.14
3726,YDL097C,YLR347C,0.11
3727,YDL097C,YLR359W,0.2
3728,YDL097C,YLR421C,0.99
3729,YDL097C,YMR191W,0.17
3730,YDL097C,YMR282C,0.26
3731,YDL097C,YNL014W,0.15
3732,YDL097C,YOL145C,0.11
3733,YDL097C,YOR108W,0.14
3734,YDL097C,YOR110W,0.15
3735,YDL097C,YOR117W,0.99
3736,YDL097C,YOR176W,0.16
3737,YDL097C,YOR259C,0.99
3738,YDL097C,YOR261C,0.97
3739,YDL097C,YOR367W,0.15
3740,YDL097C,YPL004C,0.14
3741,YDL097C,YPL082C,0.55
3742,YDL097C,YPL158C,0.17
3743,YDL097C,YPL197C,0.15
3744,YDL097C,YPR108W,0.99
3745,YDL098C,YFL017W-A,0.41552036041070056
3746,YDL098C,YGR075C,0.99
3747,YDL098C,YGR091W,0.21
3748,YDL099W,YDR365C,0.17
3749,YDL099W,YDR517W,0.88
3750,YDL100C,YDR451C,0.34
3751,YDL100C,YER083C,0.34
3752,YDL100C,YER162C,0.11
3753,YDL100C,YGL020C,0.99
3754,YDL100C,YGL150C,0.12
3755,YDL100C,YHL022C,0.15
3756,YDL100C,YHR121W,0.1
3757,YDL100C,YJL050W,0.12
3758,YDL100C,YJR140C,0.11
3759,YDL100C,YKR031C,0.16
3760,YDL101C,YGR061C,0.13
3761,YDL101C,YGR130C,0.13
3762,YDL101C,YIL022W,0.2
3763,YDL101C,YMR031C,0.25
3764,YDL102W,YJR006W,0.11
3765,YDL102W,YJR043C,0.73
3766,YDL103C,YGL245W,0.48
3767,YDL103C,YIL075C,0.14
3768,YDL103C,YPR133C,0.13
3769,YDL105W,YDL115C,0.21
3770,YDL105W,YDL148C,0.67
3771,YDL105W,YDR288W,0.65
3772,YDL105W,YDR341C,0.41552036041070056
3773,YDL105W,YDR365C,0.15
3774,YDL105W,YDR388W,0.15
3775,YDL105W,YDR507C,0.14
3776,YDL105W,YEL019C,0.83
3777,YDL105W,YFR053C,0.15
3778,YDL105W,YGL086W,0.14
3779,YDL105W,YGR237C,0.15
3780,YDL105W,YHR121W,0.26
3781,YDL105W,YJL033W,0.15
3782,YDL105W,YKR048C,0.14
3783,YDL105W,YLR197W,0.13
3784,YDL105W,YLR314C,0.22
3785,YDL105W,YNL061W,0.15
3786,YDL105W,YOL034W,0.51
3787,YDL105W,YOR310C,0.15
3788,YDL105W,YPL146C,0.59
3789,YDL105W,YPL217C,0.15
3790,YDL105W,YPR169W,0.59
3791,YDL108W,YDR460W,0.99
3792,YDL108W,YGR040W,0.19
3793,YDL108W,YLR005W,0.7
3794,YDL108W,YML024W,0.14
3795,YDL108W,YPR025C,0.88
3796,YDL108W,YPR056W,0.99
3797,YDL109C,YER164W,0.22
3798,YDL109C,YOL045W,0.16
3799,YDL110C,YFR015C,0.1
3800,YDL111C,YDR280W,0.78
3801,YDL111C,YER011W,0.41552036041070056
3802,YDL111C,YFR019W,0.59
3803,YDL111C,YGR095C,0.99
3804,YDL111C,YGR158C,0.99
3805,YDL111C,YHR069C,0.95
3806,YDL111C,YNL232W,0.89
3807,YDL111C,YNR024W,0.4
3808,YDL111C,YOL021C,0.99
3809,YDL111C,YOR001W,0.44
3810,YDL111C,YOR076C,0.99
3811,YDL112W,YDR496C,0.15
3812,YDL112W,YGR103W,0.15
3813,YDL112W,YJL115W,0.11
3814,YDL112W,YLR175W,0.15
3815,YDL112W,YPL220W,0.15
3816,YDL115C,YDL140C,0.99
3817,YDL115C,YDR288W,0.15
3818,YDL115C,YDR404C,0.99
3819,YDL115C,YGL070C,0.94
3820,YDL115C,YGL150C,0.11
3821,YDL115C,YGR005C,0.16
3822,YDL115C,YGR140W,0.66
3823,YDL115C,YGR186W,0.15
3824,YDL115C,YHR124W,0.12
3825,YDL115C,YIL021W,0.99
3826,YDL115C,YJL140W,0.99
3827,YDL115C,YJL168C,0.12
3828,YDL115C,YML010W,0.16
3829,YDL115C,YNL127W,0.15
3830,YDL115C,YOL005C,0.94
3831,YDL115C,YOR151C,0.99
3832,YDL115C,YOR210W,0.63
3833,YDL115C,YOR224C,0.11
3834,YDL115C,YPR110C,0.14
3835,YDL115C,YPR187W,0.14
3836,YDL116W,YGL092W,0.86
3837,YDL116W,YIL126W,0.13
3838,YDL116W,YJR042W,0.19
3839,YDL116W,YNL287W,0.13
3840,YDL116W,YPR110C,0.1
3841,YDL117W,YIL126W,0.12
3842,YDL117W,YKL129C,0.12
3843,YDL117W,YKR009C,0.36
3844,YDL121C,YDR510W,0.16
3845,YDL121C,YGL173C,0.12
3846,YDL121C,YKL088W,0.12
3847,YDL122W,YDR291W,0.3
3848,YDL122W,YER013W,0.28
3849,YDL122W,YGR264C,0.11
3850,YDL122W,YHR193C,0.11
3851,YDL122W,YKL160W,0.12
3852,YDL122W,YLR086W,0.12
3853,YDL122W,YLR310C,0.12
3854,YDL122W,YMR049C,0.99
3855,YDL122W,YMR309C,0.11
3856,YDL122W,YNL085W,0.67
3857,YDL122W,YNL126W,0.15
3858,YDL122W,YPL024W,0.12
3859,YDL122W,YPL089C,0.3
3860,YDL125C,YDR388W,0.3
3861,YDL126C,YDL190C,0.99
3862,YDL126C,YDL215C,0.11
3863,YDL126C,YDR049W,0.99
3864,YDL126C,YDR295C,0.66
3865,YDL126C,YDR330W,0.9
3866,YDL126C,YER129W,0.12
3867,YDL126C,YFL044C,0.99
3868,YDL126C,YFR010W,0.11
3869,YDL126C,YGL108C,0.91
3870,YDL126C,YGR048W,0.99
3871,YDL126C,YGR104C,0.55
3872,YDL126C,YHL029C,0.15
3873,YDL126C,YHR194W,0.16
3874,YDL126C,YHR205W,0.15
3875,YDL126C,YKL204W,0.77
3876,YDL126C,YKL213C,0.99
3877,YDL126C,YKR083C,0.3
3878,YDL126C,YLL022C,0.63
3879,YDL126C,YLR347C,0.11
3880,YDL126C,YLR362W,0.25
3881,YDL126C,YLR377C,0.77
3882,YDL126C,YML064C,0.41
3883,YDL126C,YMR067C,0.99
3884,YDL126C,YNL031C,0.86
3885,YDL126C,YNL041C,0.99
3886,YDL126C,YNL088W,0.11
3887,YDL126C,YNL155W,0.77
3888,YDL126C,YNL255C,0.21
3889,YDL126C,YOL010W,0.11
3890,YDL126C,YOL013C,0.78
3891,YDL126C,YOR174W,0.84
3892,YDL126C,YOR335C,0.12
3893,YDL126C,YPL066W,0.77
3894,YDL126C,YPR168W,0.77
3895,YDL127W,YIR002C,0.19
3896,YDL130W,YDR091C,0.32
3897,YDL130W,YDR251W,0.32
3898,YDL130W,YLR380W,0.2
3899,YDL130W-A,YDL181W,0.4
3900,YDL131W,YDL182W,0.93
3901,YDL131W,YEL023C,0.12
3902,YDL131W,YGL086W,0.12
3903,YDL131W,YHR079C,0.64
3904,YDL131W,YHR121W,0.12
3905,YDL131W,YLR231C,0.14
3906,YDL131W,YNL247W,0.66
3907,YDL131W,YNL317W,0.16
3908,YDL132W,YDL216C,0.2
3909,YDL132W,YDR054C,0.99
3910,YDL132W,YDR179C,0.2
3911,YDL132W,YLR197W,0.14
3912,YDL132W,YOR117W,0.21
3913,YDL134C,YDR174W,0.15
3914,YDL134C,YDR363W-A,0.11
3915,YDL134C,YEL030W,0.17
3916,YDL134C,YER032W,0.3
3917,YDL134C,YER126C,0.16
3918,YDL134C,YFR004W,0.13
3919,YDL134C,YGL190C,0.99
3920,YDL134C,YGL251C,0.3
3921,YDL134C,YHR068W,0.11
3922,YDL134C,YHR132WA,0.41552036041070056
3923,YDL134C,YKL172W,0.12
3924,YDL134C,YKL203C,0.36
3925,YDL134C,YKR081C,0.15
3926,YDL134C,YLR106C,0.17
3927,YDL134C,YLR259C,0.11
3928,YDL134C,YLR429W,0.66
3929,YDL134C,YML109W,0.93
3930,YDL134C,YMR167W,0.2
3931,YDL134C,YMR186W,0.15
3932,YDL134C,YMR273C,0.99
3933,YDL134C,YNL312W,0.11
3934,YDL134C,YOL098C,0.12
3935,YDL134C,YOR198C,0.12
3936,YDL134C,YOR353C,0.12
3937,YDL134C,YOR386W,0.99
3938,YDL134C,YPL004C,0.66
3939,YDL134C,YPL146C,0.12
3940,YDL134C,YPL242C,0.15
3941,YDL135C,YNL209W,0.13
3942,YDL137W,YIL051C,0.39
3943,YDL138W,YDR172W,0.13
3944,YDL138W,YDR502C,0.2
3945,YDL139C,YDR172W,0.29
3946,YDL140C,YDR289C,0.86
3947,YDL140C,YDR385W,0.11
3948,YDL140C,YDR404C,0.99
3949,YDL140C,YDR463W,0.3
3950,YDL140C,YER155C,0.14
3951,YDL140C,YGL043W,0.99
3952,YDL140C,YGL070C,0.94
